,market_mean,market_std,market_sharpe,Basic Materials_mean,Basic Materials_std,Basic Materials_sharpe,Communication Services_mean,Communication Services_std,Communication Services_sharpe,Consumer Cyclical_mean,Consumer Cyclical_std,Consumer Cyclical_sharpe,Consumer Defensive_mean,Consumer Defensive_std,Consumer Defensive_sharpe,Energy_mean,Energy_std,Energy_sharpe,Financial Services_mean,Financial Services_std,Financial Services_sharpe,Healthcare_mean,Healthcare_std,Healthcare_sharpe,Industrials_mean,Industrials_std,Industrials_sharpe,Real Estate_mean,Real Estate_std,Real Estate_sharpe,Technology_mean,Technology_std,Technology_sharpe,Utilities_mean,Utilities_std,Utilities_sharpe,MOMENTUM_mean,MOMENTUM_std,MOMENTUM_sharpe,SIZE_mean,SIZE_std,SIZE_sharpe,VALUE_mean,VALUE_std,VALUE_sharpe
0,0.0007742328368756914,0.012881442409286296,0.06010451409677096,3.468141197409696e-05,0.006298797063247637,0.0055060373633017716,7.078182771122782e-05,0.008180304713680328,0.00865271284978613,0.00018149739566530564,0.007075156376858214,0.02565277514698568,-0.0002991470556798464,0.008271708213934548,-0.036165088025699725,0.00022975827212352558,0.01593478197248399,0.014418664310579817,9.93074633893724e-06,0.006068338837940995,0.0016364851410154233,-0.0001544802706857335,0.007136964114974835,-0.02164509561728099,0.00010023756683719117,0.004845125163104502,0.020688333833044716,-0.0003290661262668869,0.00774536651513585,-0.04248554611635641,0.00037374056112523537,0.009385800183316355,0.039819786680476595,-0.00021793432914305288,0.009650559840582268,-0.022582558187619485,8.553000993610103e-05,0.0028363293352136414,0.03015517587264197,-6.935973503387879e-05,0.0015084337248575906,-0.045981294299440936,5.382662326434561e-07,0.002062503334719583,0.0002609771453856284
